LOCATION ACCOUNT #,names,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,zip,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000009780-0001-1,ALEN AKOPIANS,ADVANCED INTERNATIONAL TRADING,20224 SHERMAN WAY #25,WINNETKA,91306-3225,90303,20224 SHERMAN 91306-3225,,,,443120,Computer & software stores,3,10/16/2003,,
0000009951-0001-1,KEDREN COMMUNITY HEALTH CENTER INC,KEDREN WATTS III,9622 BEACH STREET,LOS ANGELES,90002-2433,90304,9622 BEACH 90002-2433,710 E 111TH PLACE,LOS ANGELES,90059-1518,,,15,3/1/1992,,
0000009971-0001-8,CANDICE SHERBIN MFT INC,,15720 VENTURA BLVD #512,ENCINO,91436-4720,90305,15720 VENTURA 91436-4720,,,,,,5,4/1/2000,,
0000010114-0001-5,AL MASCI POOL SERVICE INC,,6930 VANALDEN AVENUE,RESEDA,91335-3931,90401,6930 VANALDEN 91335-3931,,,,238990,All other specialty trade contractors,3,1/1/1992,,
0000010168-0001-1,SPECTRUM OAK PRODUCTS INC,,1038 N LEMON STREET,ORANGE,92867-5607,90402,1038 LEMON 92867-5607,1038 N LEMON STREET,ORANGE,92867-5607,,,0,2/2/2000,,
0003008122-0001-5,STARBIZ EQUITY PARNTNERS LLC,,13576   DESMOND  STREET,PACOIMA,91331-,90403,13576 DESMOND  91331-,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),7,12/2/2016,,"(34.2746, -118.4277)"
0000010677-0001-1,EFRAIN BANUELOS,,4194 W 120TH STREET,HAWTHORNE,90250-3148,90404,4194 120TH 90250-3148,,,,561730,Landscaping services,0,2/1/1975,,
0000010731-0001-8,MAYURKUMAR/PRITTY/BALUBHAI G/SARDABEN B PATEL,GARLAND HOTEL,721 GARLAND AVENUE,LOS ANGELES,90017-4411,90405,721 GARLAND 90017-4411,5011 ELTON STREET,BALDWIN PARK,91706-1808,721100,"Traveler accommodation (including hotels, motels, & bed & breakfast inns)",1,1/26/1999,,
0002868834-0001-2,MAX WORLD PRODUCTIONS INC,,14431   VENTURA BLVD   #262,SHERMAN OAKS,91423-2606,90501,14431 VENTURA 91423-2606,,,,711510,"Independent artists, writers, & performers",4,4/22/2014,,"(34.1508, -118.4472)"
0000010763-0001-8,ELIZABETH TAGG,,4818 CLEON AVENUE,N HOLLYWOOD,91601-4645,90502,4818 CLEON 91601-4645,2953 N BEACHWOOD DRIVE,LOS ANGELES,90068-1925,561300,Employment services,4,4/10/2001,,
0000011316-0001-8,DAVID KRON,D K PLUMBING,130 S GARDNER STREET,LOS ANGELES,90036-2718,90503,130 GARDNER 90036-2718,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",5,3/26/1993,,
0002422644-0001-9,GIULIANO PIZZULO,,1217   WESTERLY TERRACE   UNIT #2,LOS ANGELES,90026-2149,90504,1217 WESTERLY 90026-2149,,,,812990,All other personal services,13,1/1/2007,,"(34.0848, -118.2735)"
0000011634-0001-1,IN! COMMUNICATIONS INCORPORATED,IN! COMMUNICATION'S,1419 N POINSETTIA PLACE #304,LOS ANGELES,90046-7801,90505,1419 POINSETTIA 90046-7801,,,,,,4,4/1/1992,,
0000011640-0001-6,RIGOBERTO DURAN,,14549 RYAN STREET,SYLMAR,91342-2818,90506,14549 RYAN 91342-2818,,,,,,7,3/6/2000,,
0000012200-0001-6,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6656 KLUMP AVENUE,N HOLLYWOOD,91606-1963,90601,6656 KLUMP 91606-1963,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0003007698-0001-1,FROYLAN VILLALOBOS,ASPIRE HALL,7033   CANOGA AVENUE   SUITE #12,CANOGA PARK,91303-3120,90602,7033 CANOGA 91303,7033   CANOGA AVENUE   SUITE #12,CANOGA PARK,91303-3120,,,3,10/1/2017,,"(34.1984, -118.5981)"
0000013001-0001-1,INDUSTRIAL CLUTCH & BRAKE INC,FRICTION MATERIALS CO,1425 SANTA FE AVENUE,LONG BEACH,90813-1236,90603,1425 SANTA FE 90813-1236,,,,,,0,3/6/2000,,
0000013093-0001-3,CORPORATION FOR BETTER HOUSING,,15303 VENTURA BLVD SUITE #1100,SHERMAN OAKS,91403-6621,90604,15303 VENTURA 91403-6621,,,,561110,Office administrative services,5,1/15/2003,,
0000013097-0001-1,SAN FERNANDO VALLEY YACHT CLUB,,11330 JELLICO AVENUE,GRANADA HILLS,91344-3303,90605,11330 JELLICO 91344-3303,,,,611000,"Educational services (including schools, colleges, & universities)",12,2/26/2003,,
0000013178-0001-7,LOS ANGELES BUSINESS ADVISORS,,333 S HOPE STREET #2660,LOS ANGELES,90071-3035,90606,333 HOPE 90071-3035,,,,541600,"Management, scientific, & technical consulting services",9,1/1/1997,,
0000013215-0001-0,DEL RIO FOUNDATION,,1154 S WILTON PLACE,LOS ANGELES,90019-3540,90621,1154 WILTON 90019-3540,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),10,2/10/2003,,
0000013233-0001-8,SKATEPARK ASSOCIATION OF THE UNITED STATES OF AMERICA /C,,13015 W WASHINGTON BLVD,LOS ANGELES,90066-5123,90623,13015 WASHINGTON 90066-5123,2118 WILSHIRE BLVD #622,SANTA MONICA,90403-5704,561500,Travel arrangement & reservation services,11,4/16/2003,,
0000013452-0001-7,CATHOLIC HEALTHCARE WEST,CALIFORNIA FAMILY CARE - WEST,4972 W PICO BLVD SUITE #201,LOS ANGELES,90019-4200,90630,4972 PICO 90019-4200,1400 S GRAND AVENUE SUITE #801,LOS ANGELES,90015-3068,621399,Offices of all other miscellaneous health practitioners,10,8/1/2003,,
0000034885-0001-4,JERREL ABDUL SALAAM,MSD CONSTRUCTION,6723 BANDA AVENUE,PARAMOUNT,90723-3738,90631,6723 BANDA 90723-3738,,,,,,0,6/25/1980,,
0000013613-0001-3,MARIA T SANCHEZ,,4735 BEVERLY BLVD,LOS ANGELES,90004-3144,90638,4735 BEVERLY 90004-3144,119 N HARVARD BLVD,LOS ANGELES,90004-4316,531100,Lessors of real estate (including mini warehouses & self-storage units),4,2/18/2000,,
0000013640-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6710 TUJUNGA AVENUE,N HOLLYWOOD,91606-1934,90640,6710 TUJUNGA 91606-1934,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013647-0001-2,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6662 TUJUNGA AVENUE,N HOLLYWOOD,91606-1854,90650,6662 TUJUNGA 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013654-0001-2,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6640 TUJUNGA AVENUE,N HOLLYWOOD,91606-1806,90660,6640 TUJUNGA 91606-1806,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013685-0001-8,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6632 TUJUNGA AVENUE,N HOLLYWOOD,91606-1835,90670,6632 TUJUNGA 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013720-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6643 BAKMAN AVENUE,N HOLLYWOOD,91606-1801,90701,6643 BAKMAN 91606-1801,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013723-0001-5,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6647 BAKMAN AVENUE,N HOLLYWOOD,91606-1827,90703,6647 BAKMAN 91606-1827,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013755-0001-5,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6607 BAKMAN AVENUE,N HOLLYWOOD,91606-1833,90704,6607 BAKMAN 91606-1833,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013782-0001-2,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6650 BAKMAN AVENUE,N HOLLYWOOD,91606-1863,90706,6650 BAKMAN 91606-1863,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013821-0001-4,HILLYARD INC,HILLYARD FLOOR CARE SUPPLY,6205 RANDOLPH STREET #A,COMMERCE,90040-3514,90710,6205 RANDOLPH 90040-3514,6205 RANDOLPH STREET #A,COMMERCE,90040-3514,424100,Paper & paper products,0,2/23/1985,,
0000013829-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6655 ELMER AVENUE,N HOLLYWOOD,91606-1809,90712,6655 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013830-0001-3,FILIBERTO DIAZ,,2728 S HOBART BLVD,LOS ANGELES,90018-3533,90713,2728 HOBART 90018-3533,,,,561730,Landscaping services,8,3/8/2000,,
0000013836-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6637 ELMER AVENUE,N HOLLYWOOD,91606-1803,90715,6637 ELMER 91606,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013879-0001-9,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6724 ELMER AVENUE,N HOLLYWOOD,91606-1940,90716,6724 ELMER 91606-1940,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013907-0001-2,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6650 ELMER AVENUE,N HOLLYWOOD,91606-1845,90717,6650 ELMER 91606-1845,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000013926-0001-5,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6634 ELMER AVENUE,N HOLLYWOOD,91606-1841,90720,6634 ELMER 91606-1841,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,
0000014019-0001-9,LOS ANGELES NEIGHBORHOOD HOUSING ASSOCIATION,,11243 GLENOAKS BLVD #9,PACOIMA,91331-7346,90723,11243 GLENOAKS 91331-7346,3926 WILSHIRE BLVD #200,LOS ANGELES,90010-3303,541600,"Management, scientific, & technical consulting services",7,4/1/1987,,
0000014033-0001-9,SON OF SEMELE ENSEMBLE /C,,3301 BEVERLY BLVD,LOS ANGELES,90004-6003,90731,3301 BEVERLY 90004-6003,,,,512200,Sound recording industries,13,5/15/2002,,
0000014042-0001-8,INTERNATIONAL INSTITUTE OF LOS ANGELES,,2037 LINCOLN PARK AVENUE,LOS ANGELES,90031-2792,90732,2037 LINCOLN PARK 90031-2792,3845 SELIG PLACE,LOS ANGELES,90031-3143,624410,Child day care services,1,6/1/2003,,
0000014116-0001-3,THE KOREAN VETERANS ASSOCIATION IN WESTERN REGION OF THE USA,,695 S VERMONT AVENUE #503,LOS ANGELES,90005-1349,90740,695 VERMONT 90005-1349,,,,561500,Travel arrangement & reservation services,10,1/2/2004,,
0000014125-0001-2,ST JOHN'S WELL CHILD & FAMILY CENTER,,2300 S FLOWER STREET #303,LOS ANGELES,90007-2677,90744,2300 FLOWER 90007-2677,5701 S HOOVER STREET,LOS ANGELES,90037-4045,621399,Offices of all other miscellaneous health practitioners,9,8/13/2002,,
0000014127-0001-1,ST JOHN'S WELL CHILD & FAMILY CENTER,,2115 N WILMINGTON AVENUE,COMPTON,90222-2030,90745,2115 WILMINGTON 90222-2030,5701 S HOOVER STREET,LOS ANGELES,90037-4045,621399,Offices of all other miscellaneous health practitioners,0,8/13/2002,,
0000014135-0001-6,ST JOHN'S WELL CHILD & FAMILY CENTER,,4112 E OLYMPIC BLVD,LOS ANGELES,90023-3313,90746,4112 OLYMPIC 90023-3313,,,,621399,Offices of all other miscellaneous health practitioners,0,8/13/2002,,
0000014159-0001-1,WOMEN ORGANIZING RESOURCES KNOWLEDGE AND SERVICES,,2120 2ND AVENUE,LOS ANGELES,90018-1256,90747,2120 2ND 90018,1139 W 6TH STREET,LOS ANGELES,90017-1828,561110,Office administrative services,10,8/24/1998,,
0000014170-0001-8,WOMEN ORGANIZING RESOURCES KNOWLEDGE AND SERVICES,,1809 S VAN NESS AVENUE,LOS ANGELES,90019-6257,90755,1809 VAN NESS 90019,1139 W 6TH STREET,LOS ANGELES,90017-1828,561110,Office administrative services,10,8/24/1998,,
0000014216-0001-1,AMERCAN CANCER SOCIETY CALIFORNIA DIVISION,DISCOVERY SHIOP,4454 VAN NUYS BLVD,SHERMAN OAKS,91403-2912,90802,4454 VAN NUYS 91403-2912,500 N VICTORY BLVD,BURBANK,91502-1736,453310,Used merchandise stores,2,4/1/1986,,
0000014232-0001-1,JOSE E/MARIA A BAZA,JOMAR APTS,903 N HOBART BLVD,LOS ANGELES,90029-3255,90803,903 HOBART 90029-3255,124 N BENTON WAY,LOS ANGELES,90026-4704,531100,Lessors of real estate (including mini warehouses & self-storage units),13,4/29/1986,,
0000014244-0001-3,HSIS SCHOOLS INC,,926 S GRANDEE AVENUE,COMPTON,90220-4263,90804,926 GRANDEE 90220,18543 DEVONSHIRE STREET #442,NORTHRIDGE,91324-1308,531100,Lessors of real estate (including mini warehouses & self-storage units),0,4/20/2001,,
0000014270-0001-6,HSIS SCHOOLS INC,,625 W VERNON AVENUE #1 4,LOS ANGELES,90037-2611,90805,625 VERNON 90037,18543 DEVONSHIRE STREET #442,NORTHRIDGE,91324-1308,531100,Lessors of real estate (including mini warehouses & self-storage units),9,4/20/2001,,
0000014271-0001-1,HSIS SCHOOLS INC,,7216 S HOOVER STREET #A D,LOS ANGELES,90044-6162,90806,7216 HOOVER 90044,18543 DEVONSHIRE STREET #442,NORTHRIDGE,91324-1308,531100,Lessors of real estate (including mini warehouses & self-storage units),8,4/20/2001,,
0000014277-0001-8,HSIS SCHOOLS INC,,1317 W 39TH STREET,LOS ANGELES,90062-1244,90807,1317 39TH 90062,18543 DEVONSHIRE STREET #442,NORTHRIDGE,91324-1308,531100,Lessors of real estate (including mini warehouses & self-storage units),8,4/20/2001,,
0000014281-0001-4,HSIS SCHOOLS INC,,10213 S MAIN STREET #A C,LOS ANGELES,90003-4621,90808,10213 MAIN 90003,18543 DEVONSHIRE STREET #442,NORTHRIDGE,91324-1308,531100,Lessors of real estate (including mini warehouses & self-storage units),8,4/20/2001,,
0000014305-0001-1,MCCOY MEMORIAL BAPTIST CHURCH,,805 E 47TH STREET,LOS ANGELES,90011-5426,90810,805 47TH 90011,802 E 46TH STREET,LOS ANGELES,90011-3612,721310,Rooming & boarding houses,9,6/20/1997,,
0000014315-0001-5,VEDANTA SOCIETY OF SOUTHERN CALIFORNIA,,2000 IVAR AVENUE,LOS ANGELES,90068-3960,90813,2000 IVAR 90068-3960,1946 VEDANTA PLACE,LOS ANGELES,90068-3920,531100,Lessors of real estate (including mini warehouses & self-storage units),4,9/5/1957,,
0000014341-0003-4,INGRAM PRESERVATION PROPERTIES L P,LA SALLE AVENUE MANOR,1935 S LA SALLE AVENUE,LOS ANGELES,90018-1663,90814,1935 LA SALLE 90018-1663,795 N AVENUE 50,LOS ANGELES,90042-3282,531100,Lessors of real estate (including mini warehouses & self-storage units),10,1/1/2004,,
0000014375-0001-7,ELIZABETH W MASSARI,ELIZABETH WEADON MASSARI ILLUSTRATION,7020 TREASURE TRAIL,LOS ANGELES,90068-1840,90815,7020 TREASURE 90068-1840,,,,561300,Employment services,4,5/27/1992,,
0000014376-0001-1,SOUTHERN CALIFORNIA JUNIOR CRICKET,,8383 WILSHIRE BLVD #450,BEVERLY HILLS,90211-2424,90822,8383 WILSHIRE 90211-2424,,,,611000,"Educational services (including schools, colleges, & universities)",0,10/1/1999,,
0000014401-0001-1,CHANGED MINISTRIES INTERNATIONAL,,2700 SAN MARINO STREET #309,LOS ANGELES,90006-1838,90831,2700 SAN MARINO 90006-1838,,,,561500,Travel arrangement & reservation services,1,6/14/2004,,
0000014446-0001-9,COR CYMRAEG DE CALIFORNIA/WELCH CHOIR OF SO CAL,,2600 MISSION STREET SUITE #206,SAN MARINO,91108-1676,91001,2600 MISSION 91108-1676,,,,512200,Sound recording industries,0,5/12/2003,,
0000014501-0001-0,EAST LOS ANGELES KOREAN CONGREGATION OF JEHOVA'S WITNESSES,,3051 W PICO BLVD,LOS ANGELES,90006-3803,91006,3051 PICO 90006-3803,740 S HOBART BLVD #1,LOS ANGELES,90005-2843,561500,Travel arrangement & reservation services,1,4/6/2001,,
0000014522-0001-1,GEORGE GOLSHAN,1300 SOUTH VERMONT PARTNERS,1031 S BROADWAY #934,LOS ANGELES,90015-4015,91007,1031 BROADWAY 90015-4015,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),9,1/1/1991,,
0003009059-0001-7,HOME LIBERTY ALARMS INC,,4505   BROMPTON AVENUE   UNIT #B,BELL,90201-3652,91008,4505 BROMPTON 90201-3652,,,,561790,Other services to buildings & dwellings,0,10/1/2017,,"(33.9739, -118.1872)"
0003008042-0001-4,MASKARA TRADING INC,,928 S WESTERN AVENUE   #307,LOS ANGELES,90006-1000,91010,928 WESTERN 90006-1000,,,,315000,Apparel mfg.,10,10/1/2017,,"(34.0551, -118.3087)"
0002851088-0001-6,"ARCHER VENTURE CAPITAL, LLC",,11390 W OLYMPIC BLVD   #380,LOS ANGELES,90064-1619,91011,11390 OLYMPIC 90064-1619,,,,523900,Other financial investment activities (including investment advice),11,3/25/2010,,"(34.037, -118.4427)"
0000015365-0001-1,CONTINENTAL INSTALLATION INC,,5446 CLEON AVENUE,N HOLLYWOOD,91601-2833,91016,5446 CLEON 91601-2833,,,,235510,Carpentry Contractors (1997 NAICS),4,5/1/2003,,
0000015405-0001-7,RICHARD S BAIDA,SALEM ETCHING,8336   TUNNEY AVENUE,NORTHRIDGE,91324-4261,91020,8336 TUNNEY 91324-4261,,,,,,12,3/1/1975,,
0000015442-0001-8,WILLIAM R MARION,MARION HEATING & AIR CONDITIONING,5901 OAKDALE AVENUE,WOODLAND HILLS,91367-5619,91024,5901 OAKDALE 91367-5619,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",3,5/21/1992,,
0000015668-0001-9,ANITA H LONGIN,,4556 VISTA DEL MONTE AVENUE,SHERMAN OAKS,91403-2929,91030,4556 VISTA DEL MONTE 91403-2929,3490 SHERNOLL PLACE,SHERMAN OAKS,91403-5031,531100,Lessors of real estate (including mini warehouses & self-storage units),2,1/1/1974,,
0000015685-0001-2,ROGER L ESHLEMAN,ESHLEMAN PIANO STUDIO,7105 COSTELLO AVENUE,VAN NUYS,91405-3308,91040,7105 COSTELLO 91405-3308,,,,611000,"Educational services (including schools, colleges, & universities)",2,5/12/1992,,
0000015746-0001-1,MANE ENTERPRISES INC,HAY LIGHT ELECTRICAL CONTRACTOR,533 IRVING DRIVE,BURBANK,91504-2410,91042,533 IRVING 91504-2410,,,,238990,All other specialty trade contractors,0,6/30/1992,,
0002458411-0001-1,NEW FRONTIER REALTY,,5405   WILSHIRE BLVD   #389,LOS ANGELES,90036-4203,91046,5405 WILSHIRE 90036-4203,POST OFFICE BOX #192040,LOS ANGELES,90019-1340,531210,Offices of real estate agents & brokers,4,1/18/2008,,"(34.0627, -118.3464)"
0000202805-0002-1,TONYA K MCCAHON,LOVEPUPPY PICTURES,12607   RUBENS AVENUE,LOS ANGELES,90066-6535,91101,12607 RUBENS 90066-6535,,,,541920,Photographic services,11,1/1/2015,,"(33.988, -118.4251)"
0000015857-0001-7,MICHAEL CBUSTAD,PUDDLEDUCK POOL SERVICE,9218 NATICK AVENUE,NORTH HILLS,91343-3422,91103,9218 NATICK 91343,,,,561300,Employment services,7,6/1/1992,,
0000015903-0001-9,LAWRENCE E BOOKMAN APC,,15760 VENTURA BLVD #1900,ENCINO,91436-,91104,15760 VENTURA 91436,,,,,,0,5/26/1992,,
0000016015-0001-5,KAZUE TOTSUBO,,12611 ROSY CIRCLE,LOS ANGELES,90066-6928,91105,12611 ROSY 90066-6928,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),11,1/1/1975,,
0000016769-0001-9,STONEWAY CORPORATION,,4825 ADELE COURT,WOODLAND HILLS,91364-4703,91106,4825 ADELE 91364-4703,,,,238340,Tile & terrazzo contractors,3,1/15/2000,,
0000017118-0001-4,KAM-LOON CHEUNG/LILY YOY CHEUNG,ALEX K L CHEUNG CO,938 CHUNG KING ROAD,LOS ANGELES,90012-1711,91107,938 CHUNG KING 90012-1711,,,,423940,"Jewelry, watch, precious stone, & precious metals",1,2/1/1975,,
0000017431-0001-4,"GLEASON INDUSTRIAL PRODUCTS, INC.",,10474 SANTA MONICA BLVD #400,LOS ANGELES,90025-6932,91108,10474 SANTA MONICA 90025-6932,,,,336000,Transportation equipment mfg.,5,11/1/1974,,
0000018001-0001-8,HELP4PETS INC,1-800-HELP-4-PETS,8721 SANTA MONICA BLVD #710,LOS ANGELES,90069-4507,91201,8721 SANTA MONICA 90069-4507,,,,561500,Travel arrangement & reservation services,0,1/1/2000,,
0000018032-0001-3,ROCKSTAR COMMUNICATIONS INC,ROCKSTAR CELLULAR,1801 MICHELTORENA STREET,LOS ANGELES,90026-1129,91202,1801 MICHELTORENA 90026-1129,1954 HILLHURST AVENUE #108,LOS ANGELES,90027-2722,532220,Formal wear & costume rental,4,6/1/2003,,
0000018102-0001-1,RICHARD KRAY,JOHNNY SKUNK.JOHNNY SKUNK PRODS,1632 N LAUREL AVENUE #105,LOS ANGELES,90046-2538,91203,1632 LAUREL 90046-2538,,,,,,5,1/12/1986,,
0000022268-0001-1,BUILD NEW BEGINNINGS INC,PROJECT BUILD,1355 E 114TH STREET #906,LOS ANGELES,90059-1700,91204,1355 114TH 90059,,,,561500,Travel arrangement & reservation services,15,7/1/1991,,
0000649921-0001-8,MOHINI LLC,7-ELEVEN STORE 24171C,2512 S FIGUEROA STREET,LOS ANGELES,90007-2549,91205,2512 FIGUEROA 90007-2549,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),9,7/18/1989,,"(34.0289, -118.2755)"
0000018212-0001-2,ARASH NOURPARVAR M D INC,,16311 VENTURA BLVD #880,ENCINO,91436-4335,91206,16311 VENTURA 91436-4335,,,,,,5,6/1/2003,,
0000018344-0001-1,ENCINO LAW CENTER CONDOMINIUM ASSOCIATION INC,,15915 VENTURA BLVD #100,ENCINO,91436-2738,91207,15915 VENTURA 91436-2738,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,1/1/1975,,
0002546742-0001-5,THE YOO FAMILY TRUST,,516 W 140TH STREET,LOS ANGELES,90061-,91208,516 140TH 90061-,2040 S MCSPADEN COURT,LA HABRA,90631-2081,531100,Lessors of real estate (including mini warehouses & self-storage units),15,5/23/2008,,"(33.9228, -118.2742)"
0000019054-0001-7,TINA G WONG,,635 CREST VISTA DRIVE,MONTEREY PARK,91754-3757,91210,635 CREST VISTA 91754-3757,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),0,3/1/1974,,
0000767875-0001-0,GERARDO'S WROUGHT IRON INC,,10606 DOLORES AVENUE,SOUTH GATE,90280-5507,91214,10606 DOLORES 90280-5507,,,,235510,Carpentry Contractors (1997 NAICS),0,7/14/1999,,"(33.9387, -118.2225)"
0000019461-0001-0,MANUEL CARRILLO,,6052 GOLDEN WEST AVENUE,TEMPLE CITY,91780-1718,91301,6052 GOLDEN WEST 91780-1718,,,,,,0,5/7/2004,,
0000019599-0001-5,ROBERT A TURNER,TURNER AND TURNER PAINTING,10444 INDEPENDENCE AVENUE,CHATSWORTH,91311-2336,91302,10444 INDEPENDENCE 91311-2336,9909 TOPANGA CANYON BLVD #113,CHATSWORTH,91311-3602,235210,Painting and Wall Covering Contractors (1997 NAICS),12,4/1/1975,,
0000020131-0001-5,HARRY/PAMELA FLYNN,THE FLYNN CO,11100 HORTENSE STREET,N HOLLYWOOD,91602-1720,91303,11100 HORTENSE 91602-1720,,,,518210,"Data processing, hosting, & related services",4,12/1/1975,,
0000020429-0001-2,C AND H SUGAR COMPANY INC,,830 LORING AVENUE,CROCKETT,94525-1104,91304,830 LORING 94525-1104,,,,424400,Grocery & related products,0,4/4/1985,,
0000020590-0015-5,CHRISTIANSEN AMUSEMENTS INC,,544   N AVALON BLVD,WILMINGTON,90744-5806,91306,544 AVALON 90744-5806,,,,711100,Performing arts companies,15,5/6/2011,,
0000020777-0001-6,ROBERT M KLEIN,,11611 SAN VICENTE BLVD #820,LOS ANGELES,90049-6508,91307,11611 SAN VICENTE 90049-6508,,,,541100,Legal services,11,1/1/2000,,
0000020995-0001-1,LAW FAMILY CHILD CARE LLC,LAW FAMILY CHILD CARE,930 WHITE KNOLL DRIVE #1,LOS ANGELES,90012-1375,91311,930 WHITE KNOLL 90012-1375,,,,624410,Child day care services,1,3/22/2000,,
0000021071-0001-9,SHINTARO/CHIZUKO SHIONO,LITTLE TOKYO COSMETIC,333 S ALAMEDA STREET SPACE #100,LOS ANGELES,90013-1381,91316,333 ALAMEDA 90013-1381,16129 SUNNYVIEW TERRACE,HACIENDA HTS,91745-3675,453220,"Gift, novelty, & souvenir stores",9,6/15/1992,,
0000021313-0001-1,JOSE G/ROSALINA ARROYO TRUST,,402 E M STREET,WILMINGTON,90744-2611,91321,402 M 90744-2611,402 E M STREET,WILMINGTON,90744-2611,,,0,6/1/1975,,
0003007262-0001-1,GUADALUPE OCEGUEDA,OCEGUEDA'S  MEXICAN RESTAURANT,625 N WILMINGTON BLVD,WILMINGTON,90744-5047,91324,625 WILMINGTON 90744,625 N WILMINGTON BLVD,WILMINGTON,90744-5047,722300,Special food services (including food service contractors & caterers),15,9/15/2017,,"(33.777, -118.2743)"
